What are the transactions that I can do online?,"Given below is a small list of transactions that you can do online:
BankingBalance enquiryTransaction historyUse ICICI Bank Funds Transfer (eCheques) to:Transfer funds between your own ICICI Bank A/csTransfer funds to any ICICI Bank a/cTransfer funds to any non ICICI Bank a/c (in 15 cities)Make Service requests like open a Fixed Deposit, duplicate pin etc.
Balance enquiry
Transaction history
Use ICICI Bank Funds Transfer (eCheques) to:
Transfer funds between your own ICICI Bank A/csTransfer funds to any ICICI Bank a/cTransfer funds to any non ICICI Bank a/c (in 15 cities)Make Service requests like open a Fixed Deposit, duplicate pin etc.
Transfer funds to any ICICI Bank a/c
Transfer funds to any non ICICI Bank a/c (in 15 cities)
Make Service requests like open a Fixed Deposit, duplicate pin etc.
Credit cardView current and past statementService requests like auto debit, dial a draft etc.
View current and past statement
Service requests like auto debit, dial a draft etc.
DematView your transaction and holding statement
View your transaction and holding statement
Bill PaymentUse your ICICI Bank Account or ICICI Credit Card to pay your bills from the comfort of your home.
"
What are the advantages of doing an online Funds Transfer (eCheques)?,"Let us take a look at the comparison table for a better understanding.(for Inter A/c transfer)

"
Are there any Banking Alerts that I can subscribe for?,"Yes, you can subscribe for any one or all the following:
Click here for more information on ICICI Bank Mobile Banking Alerts.
A/c getting debited
A/c getting credited
Cheque bounce
Salary credit
"
I want to know more about Funds Transfer (eCheques),"1. Ahmedabad
9. Kanpur
2. Banglore
10. Kolkatta
3. Bhubaneshwar
11. Mumbai
4. Chandigarh
12. Nagpur
5. Chennai
13. New Delhi
6. Guwahati
14. Patna
7. Hyderabad
15. Trivandrum
8. Jaipur
Funds Transfer (eCheques) between my own a/c'sYou cantransfer funds to your own linked a/c's instantaneously or you can even schedule the transfer for a future date.
Funds Transfer (eCheques) to a third party a/c in ICICI BankFor doing a third party transfer in ICICI Bank, you will have to register the payee.On entering the payees complete A/c number you will get an online confirmation.Once the payee is registered you can transfer funds instantaneously.
Funds Transfer (eCheques) to an account in any Bank across 15 citiesUsing ICICI Bank Funds Transfer (eCheques) you can also transfer funds to any account in a bank other than ICICI Bank.This will again require the payee to be registered.This takes around 3 working days to get funds credited to the payee account.This facility is currently available for 15 cities: 1. Ahmedabad9. Kanpur2. Banglore10. Kolkatta3. Bhubaneshwar11. Mumbai4. Chandigarh12. Nagpur5. Chennai13. New Delhi6. Guwahati14. Patna7. Hyderabad15. Trivandrum8. Jaipur
"
What is the maximum character limit for registering a payee?,"A maximum of 30 characters will be accepted for registering a payee name for an online Funds Transfer.
"
What are the different Banking service requests that I can make online?,"You can make the following requests online:
Apply for a Credit Card
Apply for a Debit Card
Order a new cheque book
Stop cheque request
Cheque status inquiry
Intimation for loss of ATM Card
Open Fixed Deposit
Open a Recurring Deposit
Apply for a Value Added Savings Account
Apply for Phone Banking
"
I do not have a user ID and password. How do I get one?,"You can get your User ID through any of the below mentioned channels:
You may call our Customer Care, authenticate on IVR by entering the 16-digit number of your debit card and the 4-digit ATM PIN to get your User ID instantly.
Please visit the nearest ICICI Bank branch along with your original photo ID proof and make a request for Internet Banking User ID. To locate the nearest ICICI Bank branch, please click here.

Note: To use Internet Banking/ SMS Banking facility, your mobile number should be registered for Internet Banking alerts.
You can get your Password through any of the below mentioned channels:
You may call our Customer Care between 7:00 a.m. and 9:00 p.m. from your registered mobile number. To know the local Customer Care numbers, please click here.
Please visit the nearest ICICI Bank branch along with your original photo ID proof and make a request for Internet Banking Password. To locate the nearest ICICI Bank Branch, visit maps.icicibank.com/mobile.
Internet Banking:

Visit our website www.icicibank.com > Internet Banking (Bottom of the page) > I want my User ID.
On successful entry of savings account number and mobile number, you will receive the User ID and its status on your registered mobile number through an SMS. Alternatively, you may click here to proceed.
Visit our website www.icicibank.com > Internet Banking (Bottom of the page) > I want my User ID.
On successful entry of savings account number and mobile number, you will receive the User ID and its status on your registered mobile number through an SMS. Alternatively, you may click here to proceed.
Customer Care:
You may call our Customer Care, authenticate on IVR by entering the 16-digit number of your debit card and the 4-digit ATM PIN to get your User ID instantly.
ICICI Bank Branch:
Please visit the nearest ICICI Bank branch along with your original photo ID proof and make a request for Internet Banking User ID. To locate the nearest ICICI Bank branch, please click here.
Internet Banking:

Please visit our website www.icicibank.com > Internet Banking (Bottom of the page) > I want my Password
Alternatively, you may click here to proceed.
Please visit our website www.icicibank.com > Internet Banking (Bottom of the page) > I want my Password
Alternatively, you may click here to proceed.
Customer Care:
You may call our Customer Care between 7:00 a.m. and 9:00 p.m. from your registered mobile number. To know the local Customer Care numbers, please click here.
ICICI Bank Branch:
Please visit the nearest ICICI Bank branch along with your original photo ID proof and make a request for Internet Banking Password. To locate the nearest ICICI Bank Branch, visit maps.icicibank.com/mobile.
"
How can I activate my user ID?,"If you have opened an account recently, you will find your Internet Banking User ID/ Password in the Welcome Kit provided to you at the time of Account opening.

In case you have forgotten your User ID or password and have a registered mobile number, you can get your User ID instantly on your registered mobile number and you can immediately set a new password online.
I want my User ID
I want my Password
For Login assistance give a missed call on 09223011114 to receive an instant Callback.
If you do not have a registered mobile number, you can visit your nearest ICICI Bank Branch or our Customer care to request User ID or Password.
"
I have got my Internet Banking User ID and Password; tell me what do I do?,"You can login with your Internet Banking User ID and Password. When you login for the first time you will get a screen, which will prompt you to change the Password. If you have been successful in changing your password, remember to login with the changed password. You will now come to the login home page, which is also called the My overview page.
It specifies your identity and informs you the last time you logged on to the site You will view the default widget on the home page (Overview of your relationship , short cut , calender , rewards etc)
You also get to see the mails that you may have received from your Account Manager and other alerts as specified by you.
On this page there is an overview of all the relationships that you have linked your Internet Banking User ID with. It can be Bank Account(s), Credit Card and Demat Account(s) , Insurance. The top navigational bar displays Overview , My accounts , Payments & Transfers , Investment & Insurance , Exclusive offerings & Customer Service.
"
Can I know the status on credit card payments?,"Yes, there is an option called View Last Credit received in Internet Banking Account, which will help you with this requirement of yours.
Please login to your Internet Banking Account > My Accounts> Credit Cards> View Last Credit Received.
It will show you the following details:
Last payment received date
Last payment amount
Payment due date
Next statement date
"
ICICI Bank's Internet Banking User ID has expired.,"Your User Id has been disabled. To recheck it's status and confirm your User ID, click here.
You can enable your User ID by generating your password online. Generate now.
In case you remember your password, (Resident Indian customers) may call our Customer Care to re-enable the User Id. (For NRI Customer Click here).
In case you have forgotten your password, you can generate it online - Click here
For any clarifications, you can Contact us at our Customer Care (For NRI Customer Click here).
"
How do I register a new biller in Internet Banking?,"To register a biller, please follow the below mentioned steps:
Login to Internet Banking with your User ID and Password > Payments & Transfer > Manage Billers > Select the Biller you wish to register for and click 'Add to List'. You will see a screen that asks you for certain details, fill in the details and click 'Add to List'. A message is generated saying 'Addition to Personal Payee List Successful'.
Once you give an OK to this message the Biller is added to your list.

"
What are different kinds of Fund Transfers that I can do on the ICICI Bank site?,
ICICI Bank's Internet Banking User ID is disabled.,"You can enable your User ID by generating your password online. Generate now.
You can also contact our Customer Care.
"
How do I delete a Registered Biller in Internet Banking?,"To delete a biller on Internet Banking, please follow the below steps:
• Login to your Internet Banking Account• Go to 'Payments & Transfer'• Click the link 'Manage Billers'• Select 'My Registered Billers'• Select the biller and you can delete the biller by clicking on the 'Remove Biller' option.
For billers who are in presentment mode, you will not be able to delete the biller if your bills are in 'Pending', 'Waiting for acceptance' or 'Rejected' status.
"
Can I have only one User ID for all ICICI Bank relationships?,"Yes, you can link all your ICICI Bank accounts and Credit Cards and Demat Accounts to one Internet Banking User ID. However there are certain rules for linking joint accounts.
To link 2 accounts to one User ID, it is mandatory that the Date of Birth, Name and communication address are identical in both the accounts.
Incase of joint accounts, the primary account holder details should match with the ICICI Bank Account to which it is being linked to.
"
What are the different biller categories?,"There are 3 categories of billers available:Presentment type: For these billers the bills are presented on www.icicibank.com and you can login and view your bill online. Once you register for a presentment type biller your details are sent to the biller and whenever your bill is generated (which would be the next billing cycle from your registration date), it is presented on www.icicibank.com from you to make the payment.Payments to such billers cannot be made immediately after registering for them, it usually takes 3-4 weeks after the date of registration for your bill to be presented online.Payment type: For these billers you can make the payments immediately after registering for them. The bills for these billers are not presented online and you can choose to pay any amount as desired by you.Hot payment type: For these billers you need to go to their web site for making the payments. These bills cannot be paid by logging on to www.icicibank.com.
You will continue to receive bills in the physical form, from the Biller in the same manner as received by you currently.
Shopping Mall type: For these billers you will have to go to the Shops (Biller) web site for making the payments. These bills cannot be paid by first logging on to www.icicibank.com.
"
Can I Pay my bills on the due date?,
What can I do with my Credit Card PIN?,
How many passwords do I have for Internet Banking?,"You have only one password for Internet Banking i.e. Login password. The login password, as the name suggests is required to login to your Internet Banking account.
"
What are the transactions that I can do online?,"Given below is a small list of transactions that you can do online:
BankingBalance enquiryTransaction historyUse ICICI Bank Funds Transfer (eCheques) to:Transfer funds between your own ICICI Bank A/csTransfer funds to any ICICI Bank a/cTransfer funds to any non ICICI Bank a/c (in 15 cities)Make Service requests like open a Fixed Deposit, duplicate pin etc.
Balance enquiry
Transaction history
Use ICICI Bank Funds Transfer (eCheques) to:
Transfer funds between your own ICICI Bank A/csTransfer funds to any ICICI Bank a/cTransfer funds to any non ICICI Bank a/c (in 15 cities)Make Service requests like open a Fixed Deposit, duplicate pin etc.
Transfer funds to any ICICI Bank a/c
Transfer funds to any non ICICI Bank a/c (in 15 cities)
Make Service requests like open a Fixed Deposit, duplicate pin etc.
Credit cardView current and past statementService requests like auto debit, dial a draft etc.
View current and past statement
Service requests like auto debit, dial a draft etc.
DematView your transaction and holding statement
View your transaction and holding statement
Bill PaymentUse your ICICI Bank Account or ICICI Credit Card to pay your bills from the comfort of your home.
"
"If I am an individual and hold an ICICI Bank Current A/c as well as an ICICI Bank Savings Account/ Credit Card/ Demat Account, can I link these relationships to the same Internet Banking User ID?","Yes, if you are an individual and hold an ICICI Bank Current A/c in your own name, you can link the same to your ICICI Bank Savings Account/ Credit Card/ Demat Account under the same User ID.
Please click here for further details.
"
What are the advantages of doing an online Funds Transfer (eCheques)?,"Let us take a look at the comparison table for a better understanding.(for Inter A/c transfer)

"
How do I enable my ICICI Bank relationships on www.icicibank.com?,"If you have only one bank account, the User ID and password you get will enable you to view and transact on your bank account.
If more than one account needs to be linked to the same User ID, please click here "" Link your accounts online "" for a step-by-step guide on linking accounts.
"
What are the different Credit Card service requests that I can make online?,"You can make the following service requests online:
Auto DebitThis is an online facility for setting standing instructions for auto debit on your credit card.
Add-on-cardYou can submit an online request for a non-photo add-on-card.
Dial a draftYou can request for demand draft online. This would be shipped to your current mailing address of the credit card within 4 working days of submission of request.
Duplicate PIN RequestYou can also request for a duplicate PIN. The PIN will be shipped to you within 7 days of submission of the request at your current mailing address of the chosen credit card within 7 working days of submission of the request.
Replacement/Renewal Card Not Received
Queries Related to EMI-on-Call Facility
"
Can I also know about Credit Card Alerts?,"Yes, you can subscribe for the following alerts through ICICI Bank.com:
You can subscribe to receive these on any one or all of the options below:
Payment due date reminder
Card approaching credit limit.
SMS (please click here for more information ICICI Bank Mobile Banking Alerts)
Credit card Inbox.
E-mail.
"
Tell me more about Credit Card statements that I will be able to see on the site?,"You will be able to see the following details of your statements:
Current StatementThis shows the transactions that are done on the card account after the Last Statement was generated. These transactions will be sent to you in your next credit card statement. Transactions done on replacement and add-on cards are segregated for better understanding. Thus, you need not wait for a statement to check your recent transactions.
Last StatementThis is a replica of the most recent printed statement that has been sent to you. You can thus, make payments by looking at this statement.
Past StatementYou can see your statements as old as 2 years.
"
Can I make a payment after the due date of the bill?,"No, for Billers who are in Presentment mode payment cannot be made after the due date.
"
"If I need any further Account related information, how do I get such details?",
What are the different Demat service requests can I make online?,"You can make the following requests online:
Request for a Transfer Instruction Booklet.
"
Can I keep a track of the payments made by me?,"Yes, all you need to do is login, go to the Payments and transfers >>> Bill payment >>> Transaction status (On left hand side) and select ""Completed transaction"" this will give you the payments that have been made - Biller wise, for the Billers whom you have registered.
"
Are there any Banking Alerts that I can subscribe for?,"Yes, you can subscribe for any one or all the following:
Click here for more information on ICICI Bank Mobile Banking Alerts.
A/c getting debited
A/c getting credited
Cheque bounce
Salary credit
"
I want to know more about Funds Transfer (eCheques),"1. Ahmedabad
9. Kanpur
2. Banglore
10. Kolkatta
3. Bhubaneshwar
11. Mumbai
4. Chandigarh
12. Nagpur
5. Chennai
13. New Delhi
6. Guwahati
14. Patna
7. Hyderabad
15. Trivandrum
8. Jaipur
Funds Transfer (eCheques) between my own a/c'sYou cantransfer funds to your own linked a/c's instantaneously or you can even schedule the transfer for a future date.
Funds Transfer (eCheques) to a third party a/c in ICICI BankFor doing a third party transfer in ICICI Bank, you will have to register the payee.On entering the payees complete A/c number you will get an online confirmation.Once the payee is registered you can transfer funds instantaneously.
Funds Transfer (eCheques) to an account in any Bank across 15 citiesUsing ICICI Bank Funds Transfer (eCheques) you can also transfer funds to any account in a bank other than ICICI Bank.This will again require the payee to be registered.This takes around 3 working days to get funds credited to the payee account.This facility is currently available for 15 cities: 1. Ahmedabad9. Kanpur2. Banglore10. Kolkatta3. Bhubaneshwar11. Mumbai4. Chandigarh12. Nagpur5. Chennai13. New Delhi6. Guwahati14. Patna7. Hyderabad15. Trivandrum8. Jaipur
"
What are the ICICI relationships that I can view/enable online?,"Currently you can enable the following ICICI Bank relationships online:
If you have more than one bank account or other products, you can link all of them to one Internet Banking User ID.
Bank a/c (including Current A/c for individuals)
Credit card
Demat
"
What is ICICI Bank Bill Payment?,"This is a facility to make online payment of your bills like Telephone, Electricity, Mobile, Insurance etc. We have a tie-up with more than 50 billers to help you pay your bills online.
You need to have any of the following:
ICICI Bank A/c
ICICI Bank Credit Card (Select Billers only)
"
What all can I do if my Demat relationship is linked?,"You will be able to do the following:
View your Holding Statement.
View your Transaction Statement.
Check the status of requests placed, iz. Demat Request, Transfer Instruction & Pledge Request.
Check your personal details as in our record.
Check the ISIN of securities.
Check the settlement details like pay-in and pay-out dates of a settlement.
Check your ledger balance.
Request for a Transfer Instruction Booklet.
Details of Bills.
e-Instructions
"
Is it necessary to get my mobile number/e-mail registered to generate a login/ transaction passwords online?,"Yes. It is mandatory to have a registered mobile number updated for resident savings account and NRI account holders.Resident savings account holders can add/ update their mobile number by visiting the nearest ICICI Bank branch or ATM. To locate the nearest ICICI Bank branch or ATM, please click here.
NRI customers can add/ update their registered mobile number by calling our Customer Care or visiting the nearest ICICI Bank branch in India.
"
"I have entered the User ID and mobile number correctly, but still I am not able to generate the unique number.","Kindly check the below points:
If you are still unable to get the unique number, you may call our Customer Care between 7:00 a.m. and 9:00 p.m. from your registered mobile number. To know the local Customer Care numbers, please Click here.
Please recheck your User ID
The mobile number you are entering should be the same as updated in the bank's records.
"
What is a '6-digit unique number'? How is it different from a password?,"The 6-digit unique number is sent to your registered mobile number for Resident Saving account and NRI account holders.You need to validate this number on the validate option available to generate your new password.
"
I am getting the message `Password reset recently'.,"It is possible that you have already placed a request for the generation of password through phone banking/branch which has been processed and sent to you. Please call Customer Care for the dispatch details.
"
"I am unable to use the 'Online password generation' facility for my Credit Card, Loan and Demat accounts.","This facility is currently available only for Savings account holders of ICICI Bank. Please call our Customer Care to place request for password of your Credit Card, Demat and loan accounts.
"
"I have entered the unique number incorrectly 3 times. The system states this facility has been disabled, what should I do?","[[-NUM]]
[[-NUM]]
For the security of the account, the facility of ""Online password generation"" has been disabled for your User ID. Please call the Customer Care from your registered mobile number to enable the online password generation facility.
To know the Customer Care numbers, please click here

[[-NUM]]
[[-NUM]]
"
I am getting the message incorrect User ID'. Where can I get my User ID?,"Click here to get your User ID online or Call our Customer Care, authenticate on IVR by entering the 16-digit number of your Debit Card and the 4-digit ATM PIN to get your user ID instantly.
"
What is the validity of the unique number received by me?,"The validity of your unique number is only 24 hours. Please validate your unique number within 24 hours and generate your passwords. If you could not validate your unique number, please regenerate it again.
"
What is the minimum and maximum limit of transaction?,"You can transfer funds up to Rs 10 lakhs per day per User ID through m.icicibank.com This limit is inclusive of internet banking limits.
"
How does m.icicibank work?,"m.icicbank.com works on the data connection ie;GPRS/3G/Wi-fi.
"
How do I transfer funds through m.icicibank.com?,"You require a user id and Login password and active debit card linked to the account to transfer funds.
"
Can I add payees and billers through m.icicibank.com ?,"No, adding a new payee or biller is currently not available through this service. You can only make payments or transfer funds to register billers and payees.To add biller or payee, please login to http://www.icicibank.com and register biller/payee.
"
My query is not listed what should I do?,"Kindly call our Customer Care Number, if you have any further queries.
"
What is m.icicibank.com ?,"m.icicibank.com is a web based service through which you can access your internet banking account through a mobile phone browser.
"
How do I avail m.icicibank.com service?,"Type m.icicibank.com on your mobile phone browser and use your internet banking login User ID and Password to login and avail the service.
"
If I do not know my User ID and Password what should I do?,"To know you user ID and to generate your login password Click here.
"
Why do I need to use m.icicibank.com?,"m.icicibank.com allows you to access your bank account on your mobile device. Its fast and convenient since the pages are designed to run on your mobile device.
"
Can Internet Banking service be used on all mobile devices?,"Yes, this service can be used on most of the handsets available in the market.
"
Are there any charges for using Internet and Mobile Banking  services?,"No. The internet/Mobile banking facility is free of charge.
"
Is using m.icicibank.com safe and secure?,"Yes. Please check the URL while using m.icicibank.com. It should start with ""https"" and not ""http"". ""https"" means you are using a secure site and also the data transfer is in encrypted form.Kindly refer our safe banking section for complete security measures.
"
What safety measures i should follow while using m.icicibank.com?,"Please read safe banking tips. Click here.
"
I do not have a user ID and password. How do I get one?,"You can get your User ID through any of the below mentioned channels:
You may call our Customer Care, authenticate on IVR by entering the 16-digit number of your debit card and the 4-digit ATM PIN to get your User ID instantly.
Please visit the nearest ICICI Bank branch along with your original photo ID proof and make a request for Internet Banking User ID. To locate the nearest ICICI Bank branch, please click here.

Note: To use Internet Banking/ SMS Banking facility, your mobile number should be registered for Internet Banking alerts.
You can get your Password through any of the below mentioned channels:
You may call our Customer Care between 7:00 a.m. and 9:00 p.m. from your registered mobile number. To know the local Customer Care numbers, please click here.
Please visit the nearest ICICI Bank branch along with your original photo ID proof and make a request for Internet Banking Password. To locate the nearest ICICI Bank Branch, visit maps.icicibank.com/mobile.
Internet Banking:

Visit our website www.icicibank.com > Internet Banking (Bottom of the page) > I want my User ID.
On successful entry of savings account number and mobile number, you will receive the User ID and its status on your registered mobile number through an SMS. Alternatively, you may click here to proceed.
Visit our website www.icicibank.com > Internet Banking (Bottom of the page) > I want my User ID.
On successful entry of savings account number and mobile number, you will receive the User ID and its status on your registered mobile number through an SMS. Alternatively, you may click here to proceed.
Customer Care:
You may call our Customer Care, authenticate on IVR by entering the 16-digit number of your debit card and the 4-digit ATM PIN to get your User ID instantly.
ICICI Bank Branch:
Please visit the nearest ICICI Bank branch along with your original photo ID proof and make a request for Internet Banking User ID. To locate the nearest ICICI Bank branch, please click here.
Internet Banking:

Please visit our website www.icicibank.com > Internet Banking (Bottom of the page) > I want my Password
Alternatively, you may click here to proceed.
Please visit our website www.icicibank.com > Internet Banking (Bottom of the page) > I want my Password
Alternatively, you may click here to proceed.
Customer Care:
You may call our Customer Care between 7:00 a.m. and 9:00 p.m. from your registered mobile number. To know the local Customer Care numbers, please click here.
ICICI Bank Branch:
Please visit the nearest ICICI Bank branch along with your original photo ID proof and make a request for Internet Banking Password. To locate the nearest ICICI Bank Branch, visit maps.icicibank.com/mobile.
"
How can I activate my user ID?,"If you have opened an account recently, you will find your Internet Banking User ID/ Password in the Welcome Kit provided to you at the time of Account opening.

In case you have forgotten your User ID or password and have a registered mobile number, you can get your User ID instantly on your registered mobile number and you can immediately set a new password online.
I want my User ID
I want my Password
For Login assistance give a missed call on 09223011114 to receive an instant Callback.
If you do not have a registered mobile number, you can visit your nearest ICICI Bank Branch or our Customer care to request User ID or Password.
"
Transaction Related,"1) Once I have been given access to the new retail Internet Banking website, will I be able to use other products and services?
Yes, you can continue to use all ICICI bank products and services such as iMobile application, i-safe application, m.icicibank.com, 'Pockets by ICICI Bank' etc.

2) Do my registered payees / billers, instructions and linked accounts change with the new retail Internet Banking website?
No, all your existing payees, billers, standing instructions, linked accounts, transaction history will be available in your new retail Internet Banking website.

3) Will I be able to see all my linked accounts?
Yes, all your linked accounts will be available on the new retail Internet Banking website.

4) Will I need to re-schedule my existing standing instructions on the new retail Internet Banking website?
No, you will not be required to re-schedule the standing instructions. All your existing standing instructions will be executed as per your request. If you want to modify the existing standing instructions, you can modify them through the new retail Internet Banking website.

5) Will I continue to receive all Internet Banking alerts on my registered mobile number / e-mail ID?
Yes, you will continue to receive all your Internet Banking alerts on the registered mobile number / e-mail ID.

6) Does the new retail Internet Banking website work on all browsers?
Yes, the new retail Internet Banking website works on all browsers.

7) I have already registered for i-safe, will I still be able to use i-safe application to generate OTP / URN and use the same?
If you are already registered for i-safe, you need to use i-safe mobile application to generate OTP / URN.

8) I am not able to find Pay Any Visa Credit Card option?
Pay Any Visa Credit Card option has been moved to Manage Billers option in Payments & Transfer section

9) I am getting an error ""Your grid card authentication has been disabled"". What do I need to do?
This error is faced when you incorrectly enter your grid card value thrice. This service will be restored automatically by end of the day. If you need to transact immediately, please call our 24 hour Customer Care.

10) Where will I find my Fund Transfer and Bill Payment transactions that are scheduled for a later date and the transactions that have already been done by me?
To know your scheduled transactions, you need to go to Payments and Transfer - Transaction Status - Scheduled Transactions
To know your transaction history, you need to go to Payments and Transfer - Transaction Status - Completed Transactions

11) How do I schedule a payment to my presented bill?
While accepting your presented bill, please change the date to the date you wish to schedule your payment. This date needs to be either the due date of the bill or prior to that date.
"
Still need help?,"Please call our 24 hour Customer Care number for all your Internet Banking queries.
"
Services Available,"1) I want to know in detail about the features and services available in the new Internet Banking website.
We have categorised the features as following:
My View: This page provides you a complete overview of your relationship with the Bank. This view can be personalised as per your choice through the ""Personalise My View"" option in Overview tab.

You can personalise your My View page by selecting from the available widgets. You can also do the following:
My Accounts: This tab provides all your bank relationships such as Account Summary, Bank accounts, Deposits, Loans, Credit Cards, Demat and PPF accounts. It also provides you statements for your Bank account through the E-statement Options.

Payments and Transfer: You can carry out all your financial transactions through Payments and Transfer section. Following are the services in Payments and Transfer section:
Investment & Insurance: In ""Investment and Insurance"" tab, you can view all your linked Investment and Insurance (Lombard, Prudential) details. If you do not have your policies linked, you can link them by visiting ""Customer Service Service Requests - Other Services - More Options"" tab and place a request for linking your Lombard and Prudential Insurance policies.

Here, you can also apply for General Insurance and Life Insurance. Customer registered for Online purchase of Mutual Fund will be able to do so from this option.

Exclusive Offering: In this tab, you can view your Personal Finance Management tools like ""My Money"" and access your ""iWish deposit"" accounts. You can also view your MySavingReward Points.
2) I want to know about the Personalise Transaction Limits facility.
Personalise Transaction Limits is a facility which allows you to choose transaction limits (within the maximum limit set by bank for transactions) of your choice for your Internet Banking transactions. Visit Personalise Transaction Limits option, which is available under the My Profile option in Customer Service tab and you can change your transaction limits by selecting the ""Personalised Limit Category"" of your choice.
My View
My Accounts
Payments & Transfer
Investments and Insurance
Exclusive Offering
Customer Service
Change the widgets: You can click on “Personalise My View“ tab, select the widget by clicking on the box and add.
Get the confirmation of the widget added to My View: After adding the widget, you will get a confirmation on the same page. Click on “My View” and you will be able to view the changes made.
Remove widget from the page: You can click on “Personalise My View“ tab, select the widget by clicking on the box and then remove the widget. Click on “My View” and you will be able to view the changes made.
My Shortcuts: To choose your shortcut go to Customer Service My Profile ( you will see my shortcut in the left hand menu). This may be populated with most commonly used features, however, you can change this by clicking on the customised link.
Funds Transfer: This option allows you to initiate fund transfer transaction mentioned below:

Transfer Funds to Your Own ICICI Bank Account
Transfer Funds to Other ICICI Bank Account
Transfer Funds to Other Bank Accounts(using NEFT, RTGS, IMPS_IFSC)
Transfer Funds through IMPS using Mobile Number and MMIDFurther, through ""Funds Transfer"" option on left hand side, you can carry out the following transactions: 
Initiate Funds Transfer
Generate / Retrieve MMID
Funds Transfer Abroad
Smart Money Order
Transfer Funds to Your Own ICICI Bank Account
Transfer Funds to Other ICICI Bank Account
Transfer Funds to Other Bank Accounts(using NEFT, RTGS, IMPS_IFSC)
Transfer Funds through IMPS using Mobile Number and MMIDFurther, through ""Funds Transfer"" option on left hand side, you can carry out the following transactions:
Initiate Funds Transfer
Generate / Retrieve MMID
Funds Transfer Abroad
Smart Money Order
Bill Payment: This option allows you to make payment to registered billers and for presented bills. Also, the following transactions are available on the left hand side menu of Payments and Transfer section

Initiate Bill Payment
Pay ICICI Bank Credit Card bill
Pay Any Visa Credit Card
Initiate Bill Payment
Pay ICICI Bank Credit Card bill
Pay Any Visa Credit Card
Prepaid Recharge: You can avail recharge(Prepaid mobile / Data card and DTH) service through this option.
Manage Payee: Manage payee allows you to add new payees, delete already added payees and confirm payee. To delete payee, click on View Payee list - select payee - delete the payee.
Manage Billers: This option allows you to manage your billers.

Register Biller
Confirm Biller
My Registered Billers
List of Billers
Register Biller
Confirm Biller
My Registered Billers
List of Billers
Transaction status: Through this option, you will be able to view details with status of all your completed transactions. Also, you will be able to view / modify your scheduled transaction details.
Service Request: Raise all your requests through Service Request option:

Bank account: Request for Demand Draft, request for linking of accounts etc.
Deposit account: Create Fixed Deposit, Recurring Deposit, request for Fixed Deposit / Recurring Deposit renewals, request for closure of Fixed Deposit / Recurring Deposit etc.
Credit card: Request for link your Credit Cards, request duplicate PIN etc.
Loan: Raise all your Loan related queries.
Demat: Raise all your Demat related queries.
Others: You can place request for linking of Prudential, Lombard policies etc.
Bank account: Request for Demand Draft, request for linking of accounts etc.
Deposit account: Create Fixed Deposit, Recurring Deposit, request for Fixed Deposit / Recurring Deposit renewals, request for closure of Fixed Deposit / Recurring Deposit etc.
Credit card: Request for link your Credit Cards, request duplicate PIN etc.
Loan: Raise all your Loan related queries.
Demat: Raise all your Demat related queries.
Others: You can place request for linking of Prudential, Lombard policies etc.
My Mail Box: You can compose, view received mails or send mails to your account manager for any of your account related queries.
My Profile: Through this section, you can manage your accounts.

Date & Amount Format: It allows you to select the date and amount format of your choice.
E-mail ID: Register your e-mail ID
Favourite Accounts: You can set your favourite accounts here.
Favourite Activities: Set your favourite activities such as Funds Transfer, creating Fixed Deposits etc.
i-safe activation, change PIN, de-activate i-safe
Nickname: Set your account Nick name
Password: Change log in password
Primary Account: Set your primary account
Personalise Transaction Limits: Here, you can choose your transaction limits from the defined five sets.
Date & Amount Format: It allows you to select the date and amount format of your choice.
E-mail ID: Register your e-mail ID
Favourite Accounts: You can set your favourite accounts here.
Favourite Activities: Set your favourite activities such as Funds Transfer, creating Fixed Deposits etc.
i-safe activation, change PIN, de-activate i-safe
Nickname: Set your account Nick name
Password: Change log in password
Primary Account: Set your primary account
Personalise Transaction Limits: Here, you can choose your transaction limits from the defined five sets.
"
I am still seeing my old Internet Banking logged in section. Is there a problem?,"No, the upgrade to the new Internet Banking website is being done in phases. If your e-mail ID / mobile number is updated with us, you will receive communication once you have been given access to the new website.
"
Do I need a new user ID and password to access the new retail Internet Banking website?,"User ID and password remains unchanged for all our users. You can access the new website with your existing user ID and password.
"
How do I access the new retail Internet Banking website?,"The process of logging on to the new retail Internet Banking website remains unchanged. Upgrade is happening in phases. All users who have been given access to the new Internet Banking website will be automatically redirected to the new site on entering their existing user ID and password on www.icicibank.com
"
New Feature Related,"1) What are the changes in the new retail Internet Banking website?
Following are the major changes in the new retail Internet Banking website:
We have enhanced the security features in the new website. Now, your online transactions are secured with a login password and grid card and / or One Time Password (OTP). Therefore, the transaction password is not required anymore.
For Credit Card related transactions or service requests, One Time Password (OTP) will be prompted to registered mobile number for authentication.
Log out button has been moved from the right hand top corner to the left panel on the screen.
Pay Any Visa Credit Card option (registration and transaction) has been added in the Bill Payments section, which is available under the Payments & Transfer section.
All service requests (related to bank accounts, deposits, credit card, loans etc.) have been made available with each product, along with easy search feature.
Transaction status of all completed and scheduled transactions has been made available under Payments and Transfer Transaction Status
Separate section has been made available to manage all your payees and billers. The option is available in Payments and Transfer Manage payees / Manage Billers.
"
